order_id,consumer_id,farmer_id,crop,distance_km,quantity_kg,local_emissions_kg_co2,baseline_emissions_kg_co2,emissions_saved_kg_co2,pct_reduction_vs_baseline,sustainability_score
ORD-003848,CONS-0272,FARM-0105,Onion,8.8,7,0.0074,0.728,0.7206,99.0,99.0
ORD-003849,CONS-0595,FARM-0024,Onion,25.7,4,0.0123,0.416,0.4037,97.0,97.0
ORD-003850,CONS-0178,FARM-0067,Methi,10.0,4,0.0048,0.416,0.4112,98.8,98.8
ORD-003851,CONS-0453,FARM-0135,Potato,0.8,2,0.0002,0.208,0.2078,99.9,99.9
ORD-003852,CONS-0166,FARM-0048,Bhindi (Ladies finger),20.8,4,0.01,0.416,0.406,97.6,97.6
ORD-003853,CONS-0078,FARM-0017,Methi,12.6,3,0.0045,0.312,0.3075,98.6,98.6
ORD-003854,CONS-0291,FARM-0017,Methi,9.1,7,0.0076,0.728,0.7204,99.0,99.0
ORD-003855,CONS-0092,FARM-0128,Methi,20.3,7,0.0171,0.728,0.7109,97.7,97.7
ORD-003856,CONS-0459,FARM-0119,Onion,4.0,1,0.0005,0.104,0.1035,99.5,99.5
ORD-003857,CONS-0311,FARM-0119,Tomato,5.0,6,0.0036,0.624,0.6204,99.4,99.4
ORD-003858,CONS-0356,FARM-0008,Tomato,11.6,9,0.0125,0.936,0.9235,98.7,98.7
ORD-003859,CONS-0300,FARM-0006,Potato,15.1,4,0.0072,0.416,0.4088,98.3,98.3
ORD-003860,CONS-0780,FARM-0142,Methi,7.5,1,0.0009,0.104,0.1031,99.1,99.1
ORD-003861,CONS-0237,FARM-0002,Methi,9.0,1,0.0011,0.104,0.1029,98.9,98.9
ORD-003862,CONS-0075,FARM-0005,Onion,3.6,3,0.0013,0.312,0.3107,99.6,99.6
ORD-003863,CONS-0306,FARM-0017,Bhindi (Ladies finger),13.2,1,0.0016,0.104,0.1024,98.5,98.5
ORD-003864,CONS-0010,FARM-0093,Methi,3.1,3,0.0011,0.312,0.3109,99.6,99.6
ORD-003865,CONS-0127,FARM-0133,Potato,5.8,3,0.0021,0.312,0.3099,99.3,99.3
ORD-003866,CONS-0077,FARM-0134,Bhindi (Ladies finger),15.9,2,0.0038,0.208,0.2042,98.2,98.2
ORD-003867,CONS-0201,FARM-0036,Onion,22.8,3,0.0082,0.312,0.3038,97.4,97.4
ORD-003868,CONS-0512,FARM-0017,Bhindi (Ladies finger),4.4,2,0.0011,0.208,0.2069,99.5,99.5
ORD-003869,CONS-0033,FARM-0025,Tomato,5.1,4,0.0024,0.416,0.4136,99.4,99.4
ORD-003870,CONS-0290,FARM-0093,Methi,11.2,1,0.0013,0.104,0.1027,98.8,98.8
ORD-003871,CONS-0701,FARM-0110,Tomato,6.8,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003872,CONS-0615,FARM-0050,Tomato,7.0,2,0.0017,0.208,0.2063,99.2,99.2
ORD-003873,CONS-0620,FARM-0094,Onion,18.0,6,0.013,0.624,0.611,97.9,97.9
ORD-003874,CONS-0460,FARM-0110,Tomato,8.1,6,0.0058,0.624,0.6182,99.1,99.1
ORD-003875,CONS-0790,FARM-0006,Methi,18.3,1,0.0022,0.104,0.1018,97.9,97.9
ORD-003876,CONS-0538,FARM-0069,Onion,14.7,7,0.0123,0.728,0.7157,98.3,98.3
ORD-003877,CONS-0042,FARM-0098,Tomato,15.0,6,0.0108,0.624,0.6132,98.3,98.3
ORD-003878,CONS-0646,FARM-0149,Brinjal,17.3,8,0.0166,0.832,0.8154,98.0,98.0
ORD-003879,CONS-0729,FARM-0083,Elephant Yam (Suran),20.7,9,0.0224,0.936,0.9136,97.6,97.6
ORD-003880,CONS-0571,FARM-0096,Brinjal,7.1,3,0.0026,0.312,0.3094,99.2,99.2
ORD-003881,CONS-0370,FARM-0052,Methi,10.2,8,0.0098,0.832,0.8222,98.8,98.8
ORD-003882,CONS-0185,FARM-0123,Methi,10.7,9,0.0116,0.936,0.9244,98.8,98.8
ORD-003883,CONS-0206,FARM-0144,Brinjal,3.5,3,0.0013,0.312,0.3107,99.6,99.6
ORD-003884,CONS-0430,FARM-0117,Elephant Yam (Suran),3.4,9,0.0037,0.936,0.9323,99.6,99.6
ORD-003885,CONS-0698,FARM-0135,Potato,5.9,4,0.0028,0.416,0.4132,99.3,99.3
ORD-003886,CONS-0644,FARM-0006,Green Chilli,8.5,4,0.0041,0.416,0.4119,99.0,99.0
ORD-003887,CONS-0741,FARM-0130,Tomato,25.7,3,0.0093,0.312,0.3027,97.0,97.0
ORD-003888,CONS-0638,FARM-0086,Tomato,8.0,2,0.0019,0.208,0.2061,99.1,99.1
ORD-003889,CONS-0361,FARM-0111,Methi,4.2,1,0.0005,0.104,0.1035,99.5,99.5
ORD-003890,CONS-0786,FARM-0121,Methi,16.8,6,0.0121,0.624,0.6119,98.1,98.1
ORD-003891,CONS-0694,FARM-0017,Bhindi (Ladies finger),8.1,3,0.0029,0.312,0.3091,99.1,99.1
ORD-003892,CONS-0420,FARM-0033,Tomato,7.4,5,0.0044,0.52,0.5156,99.2,99.2
ORD-003893,CONS-0134,FARM-0142,Methi,3.8,5,0.0023,0.52,0.5177,99.6,99.6
ORD-003894,CONS-0355,FARM-0033,Tomato,5.4,5,0.0032,0.52,0.5168,99.4,99.4
ORD-003895,CONS-0490,FARM-0093,Tomato,5.4,6,0.0039,0.624,0.6201,99.4,99.4
ORD-003896,CONS-0456,FARM-0093,Methi,8.3,1,0.001,0.104,0.103,99.0,99.0
ORD-003897,CONS-0179,FARM-0142,Peas,7.2,4,0.0035,0.416,0.4125,99.2,99.2
ORD-003898,CONS-0746,FARM-0042,Elephant Yam (Suran),16.0,4,0.0077,0.416,0.4083,98.1,98.1
ORD-003899,CONS-0565,FARM-0062,Elephant Yam (Suran),5.2,2,0.0012,0.208,0.2068,99.4,99.4
ORD-003900,CONS-0326,FARM-0115,Peas,1.2,6,0.0009,0.624,0.6231,99.9,99.9
ORD-003901,CONS-0677,FARM-0021,Bhindi (Ladies finger),5.3,9,0.0057,0.936,0.9303,99.4,99.4
ORD-003902,CONS-0069,FARM-0093,Methi,11.3,5,0.0068,0.52,0.5132,98.7,98.7
ORD-003903,CONS-0365,FARM-0086,Tomato,7.5,3,0.0027,0.312,0.3093,99.1,99.1
ORD-003904,CONS-0087,FARM-0097,Tomato,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003905,CONS-0142,FARM-0030,Methi,19.4,7,0.0163,0.728,0.7117,97.8,97.8
ORD-003906,CONS-0084,FARM-0017,Bhindi (Ladies finger),7.5,7,0.0063,0.728,0.7217,99.1,99.1
ORD-003907,CONS-0747,FARM-0060,Bhindi (Ladies finger),10.6,7,0.0089,0.728,0.7191,98.8,98.8
ORD-003908,CONS-0304,FARM-0025,Tomato,18.2,8,0.0175,0.832,0.8145,97.9,97.9
ORD-003909,CONS-0454,FARM-0060,Elephant Yam (Suran),4.4,5,0.0026,0.52,0.5174,99.5,99.5
ORD-003910,CONS-0593,FARM-0139,Brinjal,14.2,6,0.0102,0.624,0.6138,98.4,98.4
ORD-003911,CONS-0464,FARM-0042,Potato,2.1,1,0.0003,0.104,0.1037,99.7,99.7
ORD-003912,CONS-0265,FARM-0005,Elephant Yam (Suran),4.5,7,0.0038,0.728,0.7242,99.5,99.5
ORD-003913,CONS-0010,FARM-0019,Brinjal,8.4,3,0.003,0.312,0.309,99.0,99.0
ORD-003914,CONS-0359,FARM-0005,Elephant Yam (Suran),4.0,2,0.001,0.208,0.207,99.5,99.5
ORD-003915,CONS-0035,FARM-0015,Methi,2.9,8,0.0028,0.832,0.8292,99.7,99.7
ORD-003916,CONS-0168,FARM-0005,Elephant Yam (Suran),1.3,6,0.0009,0.624,0.6231,99.9,99.9
ORD-003917,CONS-0247,FARM-0039,Brinjal,3.2,8,0.0031,0.832,0.8289,99.6,99.6
ORD-003918,CONS-0741,FARM-0017,Methi,5.1,5,0.0031,0.52,0.5169,99.4,99.4
ORD-003919,CONS-0483,FARM-0086,Tomato,2.8,1,0.0003,0.104,0.1037,99.7,99.7
ORD-003920,CONS-0641,FARM-0132,Methi,12.1,1,0.0015,0.104,0.1025,98.6,98.6
ORD-003921,CONS-0628,FARM-0080,Bhindi (Ladies finger),6.0,2,0.0014,0.208,0.2066,99.3,99.3
ORD-003922,CONS-0762,FARM-0111,Methi,3.5,4,0.0017,0.416,0.4143,99.6,99.6
ORD-003923,CONS-0580,FARM-0009,Onion,16.2,8,0.0156,0.832,0.8164,98.1,98.1
ORD-003924,CONS-0636,FARM-0142,Methi,7.6,4,0.0036,0.416,0.4124,99.1,99.1
ORD-003925,CONS-0235,FARM-0110,Tomato,3.7,2,0.0009,0.208,0.2071,99.6,99.6
ORD-003926,CONS-0237,FARM-0007,Methi,6.3,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003927,CONS-0782,FARM-0018,Onion,10.3,7,0.0087,0.728,0.7193,98.8,98.8
ORD-003928,CONS-0268,FARM-0132,Methi,8.2,5,0.0049,0.52,0.5151,99.1,99.1
ORD-003929,CONS-0088,FARM-0037,Tomato,9.0,9,0.0097,0.936,0.9263,99.0,99.0
ORD-003930,CONS-0184,FARM-0086,Tomato,4.1,2,0.001,0.208,0.207,99.5,99.5
ORD-003931,CONS-0462,FARM-0118,Tomato,26.4,7,0.0222,0.728,0.7058,97.0,97.0
ORD-003932,CONS-0554,FARM-0119,Onion,7.6,3,0.0027,0.312,0.3093,99.1,99.1
ORD-003933,CONS-0407,FARM-0097,Tomato,8.3,8,0.008,0.832,0.824,99.0,99.0
ORD-003934,CONS-0763,FARM-0111,Methi,5.0,4,0.0024,0.416,0.4136,99.4,99.4
ORD-003935,CONS-0437,FARM-0022,Methi,12.7,9,0.0137,0.936,0.9223,98.5,98.5
ORD-003936,CONS-0012,FARM-0015,Methi,3.0,5,0.0018,0.52,0.5182,99.7,99.7
ORD-003937,CONS-0741,FARM-0146,Peas,25.7,9,0.0278,0.936,0.9082,97.0,97.0
ORD-003938,CONS-0797,FARM-0107,Elephant Yam (Suran),8.0,2,0.0019,0.208,0.2061,99.1,99.1
ORD-003939,CONS-0427,FARM-0123,Methi,14.1,1,0.0017,0.104,0.1023,98.4,98.4
ORD-003940,CONS-0742,FARM-0080,Bhindi (Ladies finger),7.3,8,0.007,0.832,0.825,99.2,99.2
ORD-003941,CONS-0356,FARM-0008,Tomato,11.6,5,0.007,0.52,0.513,98.7,98.7
ORD-003942,CONS-0465,FARM-0119,Onion,2.9,9,0.0031,0.936,0.9329,99.7,99.7
ORD-003943,CONS-0691,FARM-0117,Brinjal,2.0,2,0.0005,0.208,0.2075,99.8,99.8
ORD-003944,CONS-0209,FARM-0096,Brinjal,6.6,2,0.0016,0.208,0.2064,99.2,99.2
ORD-003945,CONS-0073,FARM-0102,Onion,14.8,8,0.0142,0.832,0.8178,98.3,98.3
ORD-003946,CONS-0738,FARM-0077,Onion,10.3,7,0.0087,0.728,0.7193,98.8,98.8
ORD-003947,CONS-0171,FARM-0067,Methi,5.3,1,0.0006,0.104,0.1034,99.4,99.4
ORD-003948,CONS-0763,FARM-0068,Elephant Yam (Suran),17.5,9,0.0189,0.936,0.9171,98.0,98.0
ORD-003949,CONS-0055,FARM-0068,Elephant Yam (Suran),15.4,2,0.0037,0.208,0.2043,98.2,98.2
ORD-003950,CONS-0373,FARM-0105,Onion,13.1,9,0.0141,0.936,0.9219,98.5,98.5
ORD-003951,CONS-0198,FARM-0018,Onion,10.5,2,0.0025,0.208,0.2055,98.8,98.8
ORD-003952,CONS-0401,FARM-0116,Methi,9.4,9,0.0102,0.936,0.9258,98.9,98.9
ORD-003953,CONS-0470,FARM-0074,Methi,9.5,1,0.0011,0.104,0.1029,98.9,98.9
ORD-003954,CONS-0243,FARM-0135,Tomato,11.5,2,0.0028,0.208,0.2052,98.7,98.7
ORD-003955,CONS-0386,FARM-0080,Bhindi (Ladies finger),3.5,2,0.0008,0.208,0.2072,99.6,99.6
ORD-003956,CONS-0257,FARM-0009,Elephant Yam (Suran),20.3,1,0.0024,0.104,0.1016,97.7,97.7
ORD-003957,CONS-0370,FARM-0107,Potato,7.4,2,0.0018,0.208,0.2062,99.1,99.1
ORD-003958,CONS-0092,FARM-0006,Potato,13.1,2,0.0031,0.208,0.2049,98.5,98.5
ORD-003959,CONS-0677,FARM-0097,Tomato,13.3,4,0.0064,0.416,0.4096,98.5,98.5
ORD-003960,CONS-0713,FARM-0037,Tomato,11.5,4,0.0055,0.416,0.4105,98.7,98.7
ORD-003961,CONS-0156,FARM-0120,Brinjal,13.9,5,0.0083,0.52,0.5117,98.4,98.4
ORD-003962,CONS-0778,FARM-0127,Tomato,4.2,7,0.0035,0.728,0.7245,99.5,99.5
ORD-003963,CONS-0718,FARM-0019,Potato,6.8,5,0.0041,0.52,0.5159,99.2,99.2
ORD-003964,CONS-0134,FARM-0074,Methi,12.8,5,0.0077,0.52,0.5123,98.5,98.5
ORD-003965,CONS-0426,FARM-0107,Elephant Yam (Suran),12.8,2,0.0031,0.208,0.2049,98.5,98.5
ORD-003966,CONS-0124,FARM-0098,Potato,14.6,5,0.0088,0.52,0.5112,98.3,98.3
ORD-003967,CONS-0092,FARM-0006,Methi,13.1,5,0.0079,0.52,0.5121,98.5,98.5
ORD-003968,CONS-0322,FARM-0093,Tomato,3.1,9,0.0033,0.936,0.9327,99.6,99.6
ORD-003969,CONS-0621,FARM-0009,Elephant Yam (Suran),19.1,1,0.0023,0.104,0.1017,97.8,97.8
ORD-003970,CONS-0458,FARM-0052,Methi,8.0,4,0.0038,0.416,0.4122,99.1,99.1
ORD-003971,CONS-0325,FARM-0062,Elephant Yam (Suran),4.2,3,0.0015,0.312,0.3105,99.5,99.5
ORD-003972,CONS-0334,FARM-0052,Methi,2.3,2,0.0006,0.208,0.2074,99.7,99.7
ORD-003973,CONS-0068,FARM-0095,Potato,21.4,2,0.0051,0.208,0.2029,97.5,97.5
ORD-003974,CONS-0601,FARM-0033,Tomato,10.5,2,0.0025,0.208,0.2055,98.8,98.8
ORD-003975,CONS-0343,FARM-0048,Bhindi (Ladies finger),14.5,1,0.0017,0.104,0.1023,98.4,98.4
ORD-003976,CONS-0623,FARM-0002,Methi,9.5,3,0.0034,0.312,0.3086,98.9,98.9
ORD-003977,CONS-0664,FARM-0138,Methi,18.9,6,0.0136,0.624,0.6104,97.8,97.8
ORD-003978,CONS-0789,FARM-0062,Elephant Yam (Suran),10.6,9,0.0114,0.936,0.9246,98.8,98.8
ORD-003979,CONS-0611,FARM-0016,Brinjal,5.8,8,0.0056,0.832,0.8264,99.3,99.3
ORD-003980,CONS-0634,FARM-0126,Potato,9.8,1,0.0012,0.104,0.1028,98.8,98.8
ORD-003981,CONS-0370,FARM-0066,Potato,7.4,4,0.0036,0.416,0.4124,99.1,99.1
ORD-003982,CONS-0637,FARM-0018,Onion,13.0,5,0.0078,0.52,0.5122,98.5,98.5
ORD-003983,CONS-0523,FARM-0015,Methi,11.1,9,0.012,0.936,0.924,98.7,98.7
ORD-003984,CONS-0429,FARM-0062,Elephant Yam (Suran),6.1,4,0.0029,0.416,0.4131,99.3,99.3
ORD-003985,CONS-0544,FARM-0119,Tomato,1.6,4,0.0008,0.416,0.4152,99.8,99.8
ORD-003986,CONS-0752,FARM-0123,Methi,8.4,7,0.0071,0.728,0.7209,99.0,99.0
ORD-003987,CONS-0271,FARM-0117,Brinjal,3.4,4,0.0016,0.416,0.4144,99.6,99.6
ORD-003988,CONS-0243,FARM-0133,Potato,4.4,6,0.0032,0.624,0.6208,99.5,99.5
ORD-003989,CONS-0369,FARM-0107,Elephant Yam (Suran),9.6,3,0.0035,0.312,0.3085,98.9,98.9
ORD-003990,CONS-0448,FARM-0133,Potato,10.2,7,0.0086,0.728,0.7194,98.8,98.8
ORD-003991,CONS-0277,FARM-0067,Tomato,7.0,7,0.0059,0.728,0.7221,99.2,99.2
ORD-003992,CONS-0513,FARM-0040,Methi,14.1,3,0.0051,0.312,0.3069,98.4,98.4
ORD-003993,CONS-0121,FARM-0081,Onion,21.1,1,0.0025,0.104,0.1015,97.6,97.6
ORD-003994,CONS-0754,FARM-0095,Potato,18.7,5,0.0112,0.52,0.5088,97.8,97.8
ORD-003995,CONS-0045,FARM-0110,Green Chilli,9.1,1,0.0011,0.104,0.1029,98.9,98.9
ORD-003996,CONS-0210,FARM-0125,Elephant Yam (Suran),4.0,1,0.0005,0.104,0.1035,99.5,99.5
ORD-003997,CONS-0661,FARM-0093,Tomato,2.1,4,0.001,0.416,0.415,99.8,99.8
ORD-003998,CONS-0088,FARM-0042,Potato,10.2,1,0.0012,0.104,0.1028,98.8,98.8
ORD-003999,CONS-0280,FARM-0019,Potato,9.6,9,0.0104,0.936,0.9256,98.9,98.9
ORD-004000,CONS-0383,FARM-0005,Onion,5.3,1,0.0006,0.104,0.1034,99.4,99.4
ORD-004001,CONS-0765,FARM-0088,Elephant Yam (Suran),13.2,7,0.0111,0.728,0.7169,98.5,98.5
ORD-004002,CONS-0771,FARM-0142,Bhindi (Ladies finger),4.1,2,0.001,0.208,0.207,99.5,99.5
ORD-004003,CONS-0099,FARM-0074,Methi,7.8,9,0.0084,0.936,0.9276,99.1,99.1
ORD-004004,CONS-0477,FARM-0005,Elephant Yam (Suran),2.7,5,0.0016,0.52,0.5184,99.7,99.7
ORD-004005,CONS-0080,FARM-0105,Onion,9.3,2,0.0022,0.208,0.2058,98.9,98.9
ORD-004006,CONS-0538,FARM-0105,Onion,10.0,7,0.0084,0.728,0.7196,98.8,98.8
ORD-004007,CONS-0299,FARM-0132,Methi,11.9,9,0.0129,0.936,0.9231,98.6,98.6
ORD-004008,CONS-0003,FARM-0052,Methi,6.1,2,0.0015,0.208,0.2065,99.3,99.3
ORD-004009,CONS-0380,FARM-0142,Methi,4.6,1,0.0006,0.104,0.1034,99.4,99.4
ORD-004010,CONS-0753,FARM-0128,Methi,19.9,2,0.0048,0.208,0.2032,97.7,97.7
ORD-004011,CONS-0228,FARM-0007,Methi,3.0,9,0.0032,0.936,0.9328,99.7,99.7
ORD-004012,CONS-0786,FARM-0064,Tomato,9.4,4,0.0045,0.416,0.4115,98.9,98.9
ORD-004013,CONS-0676,FARM-0053,Methi,12.5,7,0.0105,0.728,0.7175,98.6,98.6
ORD-004014,CONS-0414,FARM-0114,Tomato,17.6,5,0.0106,0.52,0.5094,98.0,98.0
ORD-004015,CONS-0638,FARM-0093,Methi,5.5,9,0.0059,0.936,0.9301,99.4,99.4
ORD-004016,CONS-0269,FARM-0120,Methi,13.4,7,0.0113,0.728,0.7167,98.4,98.4
ORD-004017,CONS-0104,FARM-0056,Peas,1.6,5,0.001,0.52,0.519,99.8,99.8
ORD-004018,CONS-0785,FARM-0123,Methi,13.4,2,0.0032,0.208,0.2048,98.5,98.5
ORD-004019,CONS-0055,FARM-0136,Green Chilli,15.5,1,0.0019,0.104,0.1021,98.2,98.2
ORD-004020,CONS-0655,FARM-0041,Onion,10.1,2,0.0024,0.208,0.2056,98.8,98.8
ORD-004021,CONS-0390,FARM-0052,Methi,6.3,1,0.0008,0.104,0.1032,99.2,99.2
ORD-004022,CONS-0239,FARM-0063,Bhindi (Ladies finger),5.4,3,0.0019,0.312,0.3101,99.4,99.4
ORD-004023,CONS-0471,FARM-0006,Methi,17.2,1,0.0021,0.104,0.1019,98.0,98.0
ORD-004024,CONS-0263,FARM-0142,Methi,4.7,5,0.0028,0.52,0.5172,99.5,99.5
ORD-004025,CONS-0363,FARM-0074,Methi,3.8,2,0.0009,0.208,0.2071,99.6,99.6
ORD-004026,CONS-0683,FARM-0064,Tomato,10.5,6,0.0076,0.624,0.6164,98.8,98.8
ORD-004027,CONS-0320,FARM-0097,Tomato,4.0,5,0.0024,0.52,0.5176,99.5,99.5
ORD-004028,CONS-0237,FARM-0007,Methi,6.3,1,0.0008,0.104,0.1032,99.2,99.2
ORD-004029,CONS-0550,FARM-0132,Methi,8.2,2,0.002,0.208,0.206,99.0,99.0
ORD-004030,CONS-0769,FARM-0025,Tomato,20.4,6,0.0147,0.624,0.6093,97.6,97.6
ORD-004031,CONS-0425,FARM-0142,Bhindi (Ladies finger),6.0,3,0.0022,0.312,0.3098,99.3,99.3
ORD-004032,CONS-0551,FARM-0134,Bhindi (Ladies finger),7.9,4,0.0038,0.416,0.4122,99.1,99.1
ORD-004033,CONS-0156,FARM-0039,Brinjal,6.8,4,0.0033,0.416,0.4127,99.2,99.2
ORD-004034,CONS-0349,FARM-0086,Tomato,8.6,6,0.0062,0.624,0.6178,99.0,99.0
ORD-004035,CONS-0309,FARM-0128,Methi,20.9,6,0.015,0.624,0.609,97.6,97.6
ORD-004036,CONS-0340,FARM-0029,Bhindi (Ladies finger),6.4,6,0.0046,0.624,0.6194,99.3,99.3
ORD-004037,CONS-0583,FARM-0007,Methi,4.0,5,0.0024,0.52,0.5176,99.5,99.5
ORD-004038,CONS-0088,FARM-0033,Tomato,6.5,7,0.0055,0.728,0.7225,99.2,99.2
ORD-004039,CONS-0275,FARM-0093,Methi,4.1,2,0.001,0.208,0.207,99.5,99.5
ORD-004040,CONS-0377,FARM-0107,Tomato,9.1,7,0.0076,0.728,0.7204,99.0,99.0
ORD-004041,CONS-0629,FARM-0024,Onion,18.9,5,0.0113,0.52,0.5087,97.8,97.8
ORD-004042,CONS-0397,FARM-0142,Methi,5.1,6,0.0037,0.624,0.6203,99.4,99.4
ORD-004043,CONS-0560,FARM-0097,Tomato,9.2,5,0.0055,0.52,0.5145,98.9,98.9
ORD-004044,CONS-0184,FARM-0067,Methi,9.2,7,0.0077,0.728,0.7203,98.9,98.9
ORD-004045,CONS-0458,FARM-0041,Onion,7.8,2,0.0019,0.208,0.2061,99.1,99.1
ORD-004046,CONS-0660,FARM-0010,Methi,12.7,6,0.0091,0.624,0.6149,98.5,98.5
ORD-004047,CONS-0073,FARM-0056,Bhindi (Ladies finger),6.4,6,0.0046,0.624,0.6194,99.3,99.3
ORD-004048,CONS-0317,FARM-0142,Methi,2.2,2,0.0005,0.208,0.2075,99.8,99.8
ORD-004049,CONS-0779,FARM-0097,Tomato,2.8,9,0.003,0.936,0.933,99.7,99.7
ORD-004050,CONS-0568,FARM-0120,Methi,16.3,2,0.0039,0.208,0.2041,98.1,98.1
ORD-004051,CONS-0210,FARM-0005,Onion,7.5,3,0.0027,0.312,0.3093,99.1,99.1
ORD-004052,CONS-0414,FARM-0015,Methi,11.9,1,0.0014,0.104,0.1026,98.7,98.7
ORD-004053,CONS-0025,FARM-0119,Onion,5.1,3,0.0018,0.312,0.3102,99.4,99.4
ORD-004054,CONS-0316,FARM-0142,Bhindi (Ladies finger),6.3,6,0.0045,0.624,0.6195,99.3,99.3
ORD-004055,CONS-0574,FARM-0018,Onion,10.6,1,0.0013,0.104,0.1027,98.8,98.8
ORD-004056,CONS-0441,FARM-0141,Methi,6.6,8,0.0063,0.832,0.8257,99.2,99.2
ORD-004057,CONS-0479,FARM-0107,Potato,8.6,4,0.0041,0.416,0.4119,99.0,99.0
ORD-004058,CONS-0663,FARM-0101,Onion,18.5,5,0.0111,0.52,0.5089,97.9,97.9
ORD-004059,CONS-0246,FARM-0023,Tomato,12.9,7,0.0108,0.728,0.7172,98.5,98.5
ORD-004060,CONS-0728,FARM-0102,Onion,13.3,4,0.0064,0.416,0.4096,98.5,98.5
ORD-004061,CONS-0335,FARM-0062,Brinjal,8.9,8,0.0085,0.832,0.8235,99.0,99.0
ORD-004062,CONS-0055,FARM-0005,Onion,3.5,5,0.0021,0.52,0.5179,99.6,99.6
ORD-004063,CONS-0279,FARM-0009,Elephant Yam (Suran),17.5,2,0.0042,0.208,0.2038,98.0,98.0
ORD-004064,CONS-0593,FARM-0008,Tomato,8.5,5,0.0051,0.52,0.5149,99.0,99.0
ORD-004065,CONS-0133,FARM-0019,Brinjal,1.9,9,0.0021,0.936,0.9339,99.8,99.8
ORD-004066,CONS-0160,FARM-0022,Methi,16.6,3,0.006,0.312,0.306,98.1,98.1
ORD-004067,CONS-0208,FARM-0106,Methi,12.6,5,0.0076,0.52,0.5124,98.5,98.5
ORD-004068,CONS-0779,FARM-0095,Brinjal,12.7,1,0.0015,0.104,0.1025,98.6,98.6
ORD-004069,CONS-0748,FARM-0019,Potato,7.7,4,0.0037,0.416,0.4123,99.1,99.1
ORD-004070,CONS-0584,FARM-0095,Brinjal,17.7,6,0.0127,0.624,0.6113,98.0,98.0
ORD-004071,CONS-0394,FARM-0142,Methi,8.1,2,0.0019,0.208,0.2061,99.1,99.1
ORD-004072,CONS-0465,FARM-0109,Methi,10.2,8,0.0098,0.832,0.8222,98.8,98.8
ORD-004073,CONS-0173,FARM-0006,Potato,12.3,9,0.0133,0.936,0.9227,98.6,98.6
ORD-004074,CONS-0412,FARM-0006,Potato,18.2,2,0.0044,0.208,0.2036,97.9,97.9
ORD-004075,CONS-0030,FARM-0018,Onion,9.8,9,0.0106,0.936,0.9254,98.9,98.9
ORD-004076,CONS-0509,FARM-0017,Bhindi (Ladies finger),9.3,6,0.0067,0.624,0.6173,98.9,98.9
ORD-004077,CONS-0590,FARM-0019,Potato,4.1,3,0.0015,0.312,0.3105,99.5,99.5
ORD-004078,CONS-0606,FARM-0019,Potato,2.7,3,0.001,0.312,0.311,99.7,99.7
ORD-004079,CONS-0243,FARM-0135,Tomato,11.5,5,0.0069,0.52,0.5131,98.7,98.7
ORD-004080,CONS-0084,FARM-0017,Bhindi (Ladies finger),7.5,8,0.0072,0.832,0.8248,99.1,99.1
ORD-004081,CONS-0258,FARM-0017,Bhindi (Ladies finger),5.9,9,0.0064,0.936,0.9296,99.3,99.3
ORD-004082,CONS-0781,FARM-0012,Elephant Yam (Suran),25.9,5,0.0155,0.52,0.5045,97.0,97.0
ORD-004083,CONS-0676,FARM-0110,Tomato,6.0,5,0.0036,0.52,0.5164,99.3,99.3
ORD-004084,CONS-0128,FARM-0110,Tomato,4.5,6,0.0032,0.624,0.6208,99.5,99.5
ORD-004085,CONS-0566,FARM-0010,Methi,15.1,6,0.0109,0.624,0.6131,98.3,98.3
ORD-004086,CONS-0155,FARM-0107,Potato,3.2,5,0.0019,0.52,0.5181,99.6,99.6
ORD-004087,CONS-0747,FARM-0060,Elephant Yam (Suran),10.6,7,0.0089,0.728,0.7191,98.8,98.8
ORD-004088,CONS-0113,FARM-0067,Methi,5.9,2,0.0014,0.208,0.2066,99.3,99.3
ORD-004089,CONS-0396,FARM-0107,Potato,8.0,5,0.0048,0.52,0.5152,99.1,99.1
ORD-004090,CONS-0104,FARM-0102,Onion,7.9,2,0.0019,0.208,0.2061,99.1,99.1
ORD-004091,CONS-0245,FARM-0119,Tomato,14.4,2,0.0035,0.208,0.2045,98.3,98.3
ORD-004092,CONS-0497,FARM-0080,Bhindi (Ladies finger),6.8,1,0.0008,0.104,0.1032,99.2,99.2
ORD-004093,CONS-0001,FARM-0007,Methi,6.1,4,0.0029,0.416,0.4131,99.3,99.3
ORD-004094,CONS-0402,FARM-0025,Tomato,5.7,1,0.0007,0.104,0.1033,99.3,99.3
ORD-004095,CONS-0619,FARM-0015,Methi,13.6,8,0.0131,0.832,0.8189,98.4,98.4
ORD-004096,CONS-0580,FARM-0017,Bhindi (Ladies finger),12.9,5,0.0077,0.52,0.5123,98.5,98.5
ORD-004097,CONS-0242,FARM-0119,Tomato,6.6,9,0.0071,0.936,0.9289,99.2,99.2
ORD-004098,CONS-0063,FARM-0116,Methi,19.9,3,0.0072,0.312,0.3048,97.7,97.7
ORD-004099,CONS-0164,FARM-0109,Brinjal,2.5,1,0.0003,0.104,0.1037,99.7,99.7
ORD-004100,CONS-0712,FARM-0062,Brinjal,4.6,9,0.005,0.936,0.931,99.5,99.5
